0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.000000	0.120000	0.840000	0.030000	0.010000	1_OSBS092516 - 309 - 2.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.130000	0.030000	0.690000	0.150000	0.000000	1_OSBS092416 - 007 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.020000	0.140000	0.830000	0.000000	0.010000	1_OSBS092416 - 111 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.050000	0.240000	0.630000	0.080000	0.000000	1_OSBS092516 - 306 - 1.jpg
0.160000	0.140000	0.370000	0.330000	0.000000	1_OSBS092516 - 303 - 2.jpg
0.020000	0.470000	0.400000	0.110000	0.000000	1_OSBS092616 - 103 - 2.jpg
0.160000	0.700000	0.120000	0.020000	0.000000	1_OSBS092616 - 102 - 2.jpg
0.080000	0.020000	0.500000	0.400000	0.000000	1_OSBS092516 - 206 - 1.jpg
0.080000	0.080000	0.650000	0.170000	0.020000	1_OSBS092616 - 206 - 1.jpg
0.060000	0.020000	0.400000	0.510000	0.010000	1_OSBS092516 - 204 - 1.jpg
0.000000	0.350000	0.300000	0.330000	0.020000	1_OSBS092616 - 116 - 2.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.000000	0.080000	0.790000	0.100000	0.030000	1_OSBS092416 - 010 - 1.jpg
0.010000	0.160000	0.830000	0.000000	0.000000	1_OSBS092516 - 212 - 2.jpg
0.020000	0.500000	0.180000	0.300000	0.000000	1_OSBS092616 - 119 - 1.jpg
0.020000	0.500000	0.180000	0.300000	0.000000	1_OSBS092616 - 119 - 2.jpg
0.020000	0.200000	0.760000	0.020000	0.000000	1_OSBS092516 - 210 - 1.jpg
0.000000	0.800000	0.100000	0.100000	0.000000	1_OSBS092616 - 118 - 2.jpg
0.220000	0.160000	0.560000	0.060000	0.000000	1_OSBS092516 - 317 - 2.jpg
0.000000	0.030000	0.600000	0.370000	0.000000	1_OSBS092516 - 319 - 2.jpg
0.010000	0.150000	0.430000	0.300000	0.110000	1_OSBS092616 - 205 - 2.jpg
0.250000	0.150000	0.500000	0.100000	0.000000	1_OSBS092416 - 009 - 2.jpg
0.050000	0.100000	0.500000	0.200000	0.150000	1_OSBS092416 - 102 - 1.jpg
0.000000	0.250000	0.650000	0.100000	0.000000	1_OSBS092516 - 216 - 2.jpg
0.000000	0.160000	0.720000	0.120000	0.000000	1_OSBS092516 - 309 - 1.jpg
0.230000	0.030000	0.400000	0.340000	0.000000	1_OSBS092416 - 106 - 2.jpg
0.000000	0.150000	0.720000	0.120000	0.010000	1_OSBS092416 - 010 - 2.jpg
0.500000	0.030000	0.340000	0.080000	0.050000	1_OSBS092516 - 201 - 1.jpg
0.050000	0.050000	0.400000	0.350000	0.150000	1_OSBS092516 - 200 - 2.jpg
0.020000	0.120000	0.840000	0.020000	0.000000	1_OSBS092416 - 019 - 1.jpg
0.000000	0.250000	0.390000	0.350000	0.010000	1_OSBS092516 - 305 - 1.jpg
0.070000	0.680000	0.050000	0.180000	0.020000	1_OSBS092616 - 303 - 2.jpg
0.000000	0.220000	0.330000	0.300000	0.150000	1_OSBS092616 - 213 - 3.jpg
0.060000	0.150000	0.380000	0.350000	0.060000	1_OSBS092616 - 204 - 2.jpg
0.150000	0.050000	0.500000	0.000000	0.300000	1_OSBS092516 - 316 - 1.jpg
0.030000	0.170000	0.700000	0.100000	0.000000	1_OSBS092416 - 119 - 2.jpg
0.000000	0.700000	0.120000	0.160000	0.020000	1_OSBS092616 - 218 - 2.jpg
0.090000	0.050000	0.400000	0.460000	0.000000	1_OSBS092516 - 206 - 2.jpg
0.000000	0.170000	0.750000	0.080000	0.000000	1_OSBS092516 - 311 - 1.jpg
0.300000	0.040000	0.530000	0.100000	0.030000	1_OSBS092516 - 301 - 1.jpg
0.090000	0.800000	0.110000	0.000000	0.000000	1_OSBS092616 - 120 - 2.jpg
0.000000	0.000000	0.860000	0.100000	0.040000	1_OSBS092516 - 219 - 2.jpg
0.380000	0.060000	0.500000	0.030000	0.030000	1_OSBS092516 - 313 - 2.jpg
0.120000	0.150000	0.360000	0.300000	0.070000	1_OSBS092416 - 104 - 2.jpg
0.050000	0.000000	0.910000	0.030000	0.010000	1_OSBS092416 - 018 - 1.jpg
0.210000	0.170000	0.600000	0.020000	0.000000	1_OSBS092516 - 312 - 1.jpg
0.000000	0.020000	0.900000	0.060000	0.020000	1_OSBS092516 - 319 - 1.jpg
0.150000	0.600000	0.130000	0.120000	0.000000	1_OSBS092616 - 300 - 2.jpg
0.600000	0.150000	0.220000	0.020000	0.010000	1_OSBS092516 - 300 - 1.jpg
0.040000	0.050000	0.490000	0.400000	0.020000	1_OSBS092416 - 102 - 2.jpg
0.600000	0.000000	0.300000	0.050000	0.050000	1_OSBS092416 - 014 - 1.jpg
0.060000	0.060000	0.860000	0.020000	0.000000	1_OSBS092516 - 314 - 1.jpg
0.150000	0.070000	0.680000	0.050000	0.050000	1_OSBS092516 - 215 - 1.jpg
0.000000	0.740000	0.120000	0.100000	0.040000	1_OSBS092616 - 209 - 2.jpg
0.050000	0.400000	0.350000	0.150000	0.050000	1_OSBS092516 - 207 - 1.jpg
0.000000	0.080000	0.450000	0.420000	0.050000	1_OSBS092416 - 003 - 2.jpg
0.150000	0.250000	0.360000	0.200000	0.040000	1_OSBS092616 - 217 - 2.jpg
0.020000	0.000000	0.940000	0.020000	0.020000	1_OSBS092416 - 115 - 1.jpg
0.040000	0.080000	0.560000	0.200000	0.120000	1_OSBS092516 - 200 - 1.jpg
0.030000	0.150000	0.720000	0.080000	0.020000	1_OSBS092516 - 214 - 2.jpg
0.250000	0.080000	0.640000	0.030000	0.000000	1_OSBS092416 - 015 - 2.jpg
0.000000	0.030000	0.140000	0.100000	0.730000	1_OSBS092616 - 111 - 2.jpg
0.300000	0.080000	0.600000	0.020000	0.000000	1_OSBS092416 - 013 - 2.jpg
0.000000	0.200000	0.720000	0.070000	0.010000	1_OSBS092516 - 320 - 2.jpg
0.450000	0.050000	0.480000	0.000000	0.020000	1_OSBS092516 - 313 - 1.jpg
0.200000	0.150000	0.620000	0.030000	0.000000	1_OSBS092516 - 209 - 1.jpg
0.050000	0.200000	0.720000	0.030000	0.000000	1_OSBS092516 - 217 - 1.jpg
0.000000	0.050000	0.650000	0.300000	0.000000	1_OSBS092516 - 220 - 1.jpg
0.550000	0.040000	0.280000	0.100000	0.030000	1_OSBS092416 - 101 - 2.jpg
0.080000	0.250000	0.670000	0.000000	0.000000	1_OSBS092516 - 316 - 2.jpg
0.000000	0.140000	0.360000	0.400000	0.100000	1_OSBS092616 - 216 - 1.jpg
