0.010000	0.170000	0.660000	0.150000	0.010000	1_OSBS092616 - 105 - 1.jpg
0.160000	0.550000	0.260000	0.030000	0.000000	1_OSBS092616 - 403 - 2.jpg
0.010000	0.200000	0.790000	0.000000	0.000000	1_OSBS092516 - 212 - 1.jpg
0.000000	0.200000	0.660000	0.140000	0.000000	1_OSBS092516 - 304 - 2.jpg
0.300000	0.250000	0.440000	0.010000	0.000000	1_OSBS092616 - 408 - 2.jpg
0.000000	0.250000	0.480000	0.110000	0.160000	1_OSBS092616 - 301 - 1.jpg
0.000000	0.120000	0.530000	0.350000	0.000000	1_OSBS092516 - 205 - 2.jpg
0.000000	0.150000	0.720000	0.130000	0.000000	1_OSBS092516 - 218 - 2.jpg
0.000000	0.350000	0.620000	0.030000	0.000000	1_OSBS092616 - 318 - 2.jpg
0.050000	0.420000	0.410000	0.120000	0.000000	1_OSBS092616 - 109 - 2.jpg
0.030000	0.420000	0.490000	0.060000	0.000000	1_OSBS092616 - 104 - 1.jpg
0.220000	0.120000	0.640000	0.020000	0.000000	1_OSBS092516 - 312 - 2.jpg
0.020000	0.170000	0.790000	0.020000	0.000000	1_OSBS092516 - 210 - 2.jpg
0.000000	0.300000	0.390000	0.150000	0.160000	1_OSBS092616 - 301 - 2.jpg
0.150000	0.350000	0.440000	0.050000	0.010000	1_OSBS092616 - 107 - 2.jpg
0.000000	0.200000	0.450000	0.200000	0.150000	1_OSBS092616 - 308 - 2.jpg
0.070000	0.050000	0.860000	0.020000	0.000000	1_OSBS092516 - 314 - 2.jpg
0.000000	0.200000	0.450000	0.350000	0.000000	1_OSBS092516 - 205 - 1.jpg
0.200000	0.150000	0.620000	0.030000	0.000000	1_OSBS092416 - 009 - 1.jpg
0.080000	0.750000	0.150000	0.020000	0.000000	1_OSBS092616 - 317 - 1.jpg
0.060000	0.410000	0.370000	0.160000	0.000000	1_OSBS092616 - 419 - 2.jpg
0.000000	0.100000	0.630000	0.250000	0.020000	1_OSBS092416 - 004 - 2.jpg
0.000000	0.120000	0.350000	0.380000	0.150000	1_OSBS092616 - 410 - 1.jpg
0.160000	0.030000	0.690000	0.120000	0.000000	1_OSBS092416 - 008 - 1.jpg
0.090000	0.010000	0.880000	0.020000	0.000000	1_OSBS092416 - 018 - 2.jpg
0.030000	0.170000	0.700000	0.100000	0.000000	1_OSBS092416 - 108 - 2.jpg
0.000000	0.300000	0.670000	0.030000	0.000000	1_OSBS092516 - 208 - 2.jpg
0.080000	0.200000	0.300000	0.400000	0.020000	1_OSBS092616 - 310 - 2.jpg
0.000000	0.300000	0.320000	0.350000	0.030000	1_OSBS092616 - 312 - 1.jpg
0.030000	0.350000	0.610000	0.010000	0.000000	1_OSBS092516 - 315 - 2.jpg
0.150000	0.150000	0.100000	0.600000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.150000	0.150000	0.100000	0.600000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.000000	0.150000	0.800000	0.050000	0.000000	1_OSBS092516 - 216 - 1.jpg
0.000000	0.030000	0.650000	0.310000	0.010000	1_OSBS092516 - 220 - 2.jpg
0.000000	0.250000	0.300000	0.350000	0.100000	1_OSBS092616 - 216 - 2.jpg
0.030000	0.060000	0.560000	0.100000	0.250000	1_OSBS092416 - 000 - 1.jpg
0.000000	0.020000	0.520000	0.460000	0.000000	1_OSBS092416 - 005 - 1.jpg
0.030000	0.160000	0.780000	0.020000	0.010000	1_OSBS092416 - 019 - 2.jpg
0.070000	0.300000	0.450000	0.180000	0.000000	1_OSBS092416 - 105 - 1.jpg
0.140000	0.160000	0.200000	0.500000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.080000	0.700000	0.160000	0.050000	0.010000	1_OSBS092616 - 100 - 3.jpg
0.140000	0.160000	0.200000	0.500000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.150000	0.030000	0.740000	0.080000	0.000000	1_OSBS092516 - 307 - 1.jpg
0.180000	0.680000	0.120000	0.020000	0.000000	1_OSBS092616 - 102 - 1.jpg
0.140000	0.160000	0.200000	0.500000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.000000	0.840000	0.080000	0.080000	0.000000	1_OSBS092616 - 118 - 1.jpg
0.160000	0.120000	0.400000	0.320000	0.000000	1_OSBS092516 - 303 - 1.jpg
0.010000	0.150000	0.830000	0.010000	0.000000	1_OSBS092416 - 117 - 1.jpg
0.000000	0.150000	0.770000	0.080000	0.000000	1_OSBS092516 - 308 - 1.jpg
0.140000	0.160000	0.200000	0.500000	0.000000	1_OSBS092616 - 304 - 1.jpg
0.010000	0.520000	0.350000	0.100000	0.020000	1_OSBS092616 - 203 - 2.jpg
0.050000	0.350000	0.350000	0.170000	0.080000	1_OSBS092616 - 108 - 2.jpg
0.500000	0.100000	0.340000	0.040000	0.020000	1_OSBS092516 - 300 - 2.jpg
0.000000	0.140000	0.230000	0.480000	0.150000	1_OSBS092616 - 113 - 2.jpg
0.010000	0.080000	0.850000	0.040000	0.020000	1_OSBS092516 - 213 - 2.jpg
0.010000	0.520000	0.350000	0.100000	0.020000	1_OSBS092616 - 203 - 1.jpg
0.140000	0.140000	0.200000	0.500000	0.020000	1_OSBS092616 - 304 - 1.jpg
0.010000	0.480000	0.260000	0.200000	0.050000	1_OSBS092616 - 117 - 1.jpg
0.000000	0.120000	0.650000	0.150000	0.080000	1_OSBS092416 - 001 - 2.jpg
0.020000	0.150000	0.500000	0.280000	0.050000	1_OSBS092616 - 213 - 1.jpg
0.300000	0.100000	0.340000	0.250000	0.010000	1_OSBS092616 - 210 - 1.jpg
0.030000	0.330000	0.620000	0.020000	0.000000	1_OSBS092416 - 114 - 1.jpg
