0.050000	0.300000	0.500000	0.150000	0.000000	1_OSBS092416 - 000 - 1.jpg
0.000000	0.100000	0.350000	0.550000	0.000000	1_OSBS092416 - 001 - 1.jpg
0.000000	0.500000	0.450000	0.050000	0.000000	1_OSBS092416 - 002 - 1.jpg
0.000000	0.100000	0.450000	0.450000	0.000000	1_OSBS092416 - 003 - 1.jpg
0.000000	0.200000	0.400000	0.400000	0.000000	1_OSBS092416 - 004 - 1.jpg
0.000000	0.100000	0.400000	0.500000	0.000000	1_OSBS092416 - 005 - 1.jpg
0.100000	0.100000	0.450000	0.350000	0.000000	1_OSBS092416 - 006 - 1.jpg
0.200000	0.050000	0.600000	0.150000	0.000000	1_OSBS092416 - 007 - 1.jpg
0.100000	0.050000	0.700000	0.150000	0.000000	1_OSBS092416 - 008 - 1.jpg
0.300000	0.100000	0.600000	0.000000	0.000000	1_OSBS092416 - 009 - 1.jpg
0.000000	0.250000	0.550000	0.200000	0.000000	1_OSBS092416 - 010 - 1.jpg
0.050000	0.250000	0.600000	0.100000	0.000000	1_OSBS092416 - 011 - 1.jpg
0.000000	0.050000	0.750000	0.200000	0.000000	1_OSBS092416 - 012 - 1.jpg
0.400000	0.100000	0.500000	0.000000	0.000000	1_OSBS092416 - 013 - 1.jpg
0.750000	0.050000	0.150000	0.000000	0.050000	1_OSBS092416 - 014 - 1.jpg
0.250000	0.130000	0.600000	0.000000	0.020000	1_OSBS092416 - 015 - 1.jpg
0.100000	0.050000	0.850000	0.000000	0.000000	1_OSBS092416 - 016 - 1.jpg
0.020000	0.200000	0.580000	0.200000	0.000000	1_OSBS092416 - 017 - 1.jpg
0.100000	0.050000	0.800000	0.050000	0.000000	1_OSBS092416 - 018 - 1.jpg
0.050000	0.150000	0.750000	0.050000	0.000000	1_OSBS092416 - 019 - 1.jpg
0.100000	0.450000	0.400000	0.050000	0.000000	1_OSBS092416 - 100 - 1.jpg
0.600000	0.050000	0.150000	0.200000	0.000000	1_OSBS092416 - 101 - 1.jpg
0.050000	0.250000	0.500000	0.200000	0.000000	1_OSBS092416 - 102 - 1.jpg
0.500000	0.100000	0.200000	0.200000	0.000000	1_OSBS092416 - 103 - 1.jpg
0.250000	0.300000	0.350000	0.100000	0.000000	1_OSBS092416 - 104 - 1.jpg
0.050000	0.350000	0.350000	0.250000	0.000000	1_OSBS092416 - 105 - 1.jpg
0.350000	0.000000	0.400000	0.250000	0.000000	1_OSBS092416 - 106 - 1.jpg
0.200000	0.100000	0.350000	0.350000	0.000000	1_OSBS092416 - 107 - 1.jpg
0.050000	0.200000	0.700000	0.050000	0.000000	1_OSBS092416 - 108 - 1.jpg
0.100000	0.500000	0.400000	0.000000	0.000000	1_OSBS092416 - 109 - 1.jpg
0.350000	0.200000	0.400000	0.050000	0.000000	1_OSBS092416 - 110 - 1.jpg
0.050000	0.150000	0.800000	0.000000	0.000000	1_OSBS092416 - 111 - 1.jpg
0.450000	0.150000	0.400000	0.000000	0.000000	1_OSBS092416 - 112 - 1.jpg
0.050000	0.200000	0.700000	0.050000	0.000000	1_OSBS092416 - 113 - 1.jpg
